id,attrition,gender,age,maritalstatus,academic_degree,years_experience,years_experience_lastorganization,sector,department,jobtitle,monthlysalary,allowances,medicalinsurance,bonus,overtime,payment_overtime,rewards_wages_satisfaction,get_deserved_promotion,training_programs_during_last_three_years,useful_training_programs,business_travel,job_support,recognition,emotional_commitment,job_engagement,distance_to_work,work_live_balance,physical_stress,psychological_exhaustion,job_stability,health_issues,environment_satisfaction,job_satisfaction,job_opportunities,age_group,salary_band,attrition_label
147,1,Female,51 to 60,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Medical sector,Administration,Secretariat,From 5000 to 10000 S.R,3,Yes,No,No,I don't have overtime,Yes,No,From 1 to 3 training programs,No,I do not travel for work,Low,No,High,Difficult,Medium,Medium,No,Sometimes,No,No,Low,Satisfied,No,51 to 60,From 5000 to 10000 S.R,Left
148,1,Male,21 to 30,Single,Diploma or secondary,From 5 to 10 years,Less than 5 years,Energy sector,Processes,Electrical engineer,Less than 5000 SAR,2,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Close,Difficult,Yes,Yes,Yes,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
149,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Economic sector,Accounting,Accountant,From 5000 to 10000 S.R,2,Yes,No,No,I don't have overtime,No,Yes,I did not receive any training,No,I do not travel for work,Low,No,High,Difficult,Medium,Difficult,Sometimes,Yes,Yes,No,Medium,Not satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
150,0,Male,31 to 40,Married,Diploma or secondary,From 11 to 15 years,From 11 to 15 years,Financial sector,Accounting,Admin accountant,From 5000 to 10000 S.R,2,Yes,Yes,No,Yes,Yes,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Difficult,Far,Difficult,Yes,Yes,No,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
151,1,Male,31 to 40,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Energy sector,Processes,Electrical engineer,From 5000 to 10000 S.R,2,Yes,No,Yes,Yes,No,No,I did not receive any training,No,I do not travel for work,High,Yes,High,Easy,Medium,Easy,Sometimes,No,Yes,No,High,Very satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
152,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Relations,Relationships Specialist,Less than 5000 SAR,0,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,Travel rarely,Low,No,Medium,Medium,Medium,Difficult,Yes,Yes,No,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
153,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Medical sector,Customers service,Customer services representative,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,I did not receive any training,No,I do not travel for work,High,Yes,High,Medium,Close,Medium,Yes,Yes,Yes,No,High,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
154,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Transport sector,HR,HR Specialist,From 5000 to 10000 S.R,2,Yes,Yes,No,I don't have overtime,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Difficult,Sometimes,Yes,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
155,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Industry sector,Information technology,Application specialist,Less than 5000 SAR,1,Yes,No,Yes,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Medium,Medium,Medium,Yes,Yes,No,Yes,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
156,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Economic sector,Sales,Salesman,Less than 5000 SAR,1,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Easy,Medium,Difficult,Yes,Yes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
157,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Sales,Sales representative,Less than 5000 SAR,2,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Close,Medium,No,No,No,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Left
158,0,Male,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,"Environment, Water, and Agriculture sector",Processes,Quality Specialist,From 5000 to 10000 S.R,2,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,Yes,Travel rarely,Medium,No,Medium,Medium,Far,Medium,Sometimes,No,No,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
159,0,Male,31 to 40,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Economic sector,Sales,Salesman,Less than 5000 SAR,1,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,No,High,Difficult,Medium,Medium,Yes,Yes,No,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
160,1,Male,31 to 40,Married,Diploma or secondary,From 5 to 10 years,Less than 5 years,Industry sector,Safety & Security,Supervisor,Less than 5000 SAR,2,Yes,No,No,Yes,No,No,I did not receive any training,No,Travel frequently,Low,No,Low,Easy,Far,Difficult,Yes,Yes,No,Yes,Low,Not satisfied,Yes,31 to 40,Less than 5000 SAR,Left
161,1,Male,21 to 30,Single,Diploma or secondary,From 5 to 10 years,Less than 5 years,Transport sector,HR,HR Specialist,From 5000 to 10000 S.R,2,Yes,No,Yes,No,No,No,I did not receive any training,No,Travel frequently,Medium,Yes,High,Difficult,Medium,Medium,No,Yes,Yes,Yes,High,Very satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
162,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Transport sector,HR,HR Specialist,From 5000 to 10000 S.R,2,Yes,No,No,No,Yes,No,From 1 to 3 training programs,Yes,Travel rarely,Low,No,Low,Difficult,Close,Medium,Yes,Yes,No,No,Medium,Not satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
163,0,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,"Environment, Water, and Agriculture sector",Processes,Chemical Engineer,From 5000 to 10000 S.R,2,Yes,No,No,I don't have overtime,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Close,Medium,No,Sometimes,No,No,High,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
164,1,Female,31 to 40,Single,Bachelor's,Less than 5 years,Less than 5 years,Economic sector,Accounting,Accountant,Less than 5000 SAR,1,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Medium,Difficult,Yes,Yes,No,Yes,Low,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
165,1,Female,31 to 40,Single,Master's,From 5 to 10 years,Less than 5 years,Food production sector,Administration,Administrative manager,From 5000 to 10000 S.R,2,Yes,No,Yes,No,Yes,No,I did not receive any training,No,Travel rarely,Medium,No,High,Difficult,Far,Difficult,No,Yes,No,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Left
166,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,2,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,Low,Medium,Close,Medium,Yes,Yes,No,Yes,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
167,1,Female,31 to 40,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Processes,Data entry operator,Less than 5000 SAR,2,Yes,No,No,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Difficult,Close,Medium,Yes,Sometimes,No,No,High,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
168,1,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Trainer,Less than 5000 SAR,0,No,Yes,No,I don't have overtime,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,Yes,High,Medium,Medium,Medium,Sometimes,No,No,No,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Left
169,0,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Training,Trainer,Less than 5000 SAR,0,No,No,Yes,Yes,No,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Low,Yes,Medium,Medium,Medium,Medium,Yes,Yes,Yes,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
170,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Training,Trainer,From 11000 to 15000 S.R,0,No,No,No,I don't have overtime,Yes,No,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Close,Medium,Yes,Yes,Yes,No,Low,Satisfied,No,21 to 30,From 11000 to 15000 S.R,Stayed
171,0,Female,21 to 30,Married,Diploma or secondary,Less than 5 years,Less than 5 years,Tourism sector,Customers service,Supervisor,Less than 5000 SAR,0,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Easy,Medium,Medium,Yes,Yes,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
172,1,Male,21 to 30,Single,Bachelor's,From 11 to 15 years,From 11 to 15 years,Financial sector,Treasury,Treasury agent,From 16000 to 20000 S.R,2,Yes,Yes,Yes,I don't have overtime,No,No,I did not receive any training,Yes,I do not travel for work,Medium,Yes,Low,Medium,Medium,Medium,Sometimes,Sometimes,No,No,Low,Not satisfied,Yes,21 to 30,From 16000 to 20000 S.R,Left
173,0,Male,31 to 40,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Medical sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,No,Travel frequently,Medium,No,High,Difficult,Close,Medium,Sometimes,Yes,No,Yes,Medium,Not satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
174,1,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,From 5000 to 10000 S.R,1,Yes,No,No,I don't have overtime,Yes,No,I did not receive any training,No,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,Sometimes,No,No,No,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
175,1,Female,21 to 30,Married,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Food production sector,Sales,Supervisor,Less than 5000 SAR,3,Yes,No,Yes,Yes,No,No,From 1 to 3 training programs,No,I do not travel for work,Low,No,Low,Difficult,Medium,Difficult,Yes,Yes,No,No,Low,Not satisfied,Yes,21 to 30,Less than 5000 SAR,Left
176,0,Female,21 to 30,Single,Diploma or secondary,From 11 to 15 years,From 11 to 15 years,Food production sector,Sales,Salesman,Less than 5000 SAR,1,No,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,High,Medium,Close,Easy,No,No,Yes,No,High,Very satisfied,No,21 to 30,Less than 5000 SAR,Stayed
177,0,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Communications and IT sector,Customers service,Customer services representative,Less than 5000 SAR,2,Yes,No,No,I don't have overtime,Yes,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,No,Yes,No,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
178,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Financial sector,Treasury,Treasury agent,From 16000 to 20000 S.R,2,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,Yes,Sometimes,No,No,High,Satisfied,No,21 to 30,From 16000 to 20000 S.R,Left
179,1,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Medical sector,Sales,Salesman,Less than 5000 SAR,0,No,Yes,No,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Far,Medium,Yes,Yes,Yes,Yes,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Left
180,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Food production sector,Administration,Administrative manager,Less than 5000 SAR,3,Yes,No,Yes,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Medium,Close,Medium,Yes,Yes,No,No,Medium,Not satisfied,Yes,21 to 30,Less than 5000 SAR,Left
181,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Food production sector,Administration,Administrative manager,From 5000 to 10000 S.R,2,Yes,No,Yes,Yes,No,No,From 1 to 3 training programs,Yes,Travel rarely,Medium,No,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Medium,Not satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
182,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Financial sector,Sales,Salesman,Less than 5000 SAR,0,Yes,Yes,No,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Medium,Easy,Far,Easy,Sometimes,Sometimes,Yes,No,High,Very satisfied,No,21 to 30,Less than 5000 SAR,Stayed
183,1,Female,21 to 30,Single,Diploma or secondary,From 5 to 10 years,Less than 5 years,Industry sector,Sales,Supervisor,Less than 5000 SAR,1,Yes,No,Yes,Yes,No,No,From 1 to 3 training programs,Yes,Travel frequently,Low,Yes,High,Easy,Far,Easy,Yes,Yes,No,No,Low,Not satisfied,Yes,21 to 30,Less than 5000 SAR,Left
184,0,Male,31 to 40,Married,Master's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Doctor,From 16000 to 20000 S.R,3,Yes,Yes,No,No,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,From 16000 to 20000 S.R,Stayed
185,1,Female,51 to 60,Single,Ph.D,From 16 to 20 years,From 11 to 15 years,Medical sector,Patient Affairs,Doctor,From 26000 to 30000 S.R,2,No,No,Yes,No,Yes,No,I did not receive any training,No,Travel rarely,Low,No,Low,Difficult,Close,Medium,Yes,Sometimes,No,No,High,Satisfied,No,51 to 60,From 26000 to 30000 S.R,Left
186,0,Female,31 to 40,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,0,Yes,No,No,No,Yes,Yes,I did not receive any training,No,Travel rarely,Medium,Yes,High,Easy,Close,Easy,No,No,Yes,No,High,Very satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
187,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,Less than 5000 SAR,0,No,No,Yes,No,No,No,I did not receive any training,Yes,I do not travel for work,Medium,No,Medium,Medium,Medium,Difficult,Yes,Sometimes,No,No,High,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
188,1,Female,31 to 40,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Medical sector,Administration,Secretariat,Less than 5000 SAR,0,Yes,Yes,No,I don't have overtime,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Medium,Medium,Easy,Sometimes,Sometimes,No,No,High,Very satisfied,No,31 to 40,Less than 5000 SAR,Left
189,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,0,No,No,No,No,Yes,Yes,I did not receive any training,Yes,Travel rarely,Medium,Yes,Medium,Medium,Medium,Medium,Sometimes,No,Yes,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
190,0,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Financial sector,Banking operations,Banking operations,From 5000 to 10000 S.R,2,Yes,Yes,Yes,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,Medium,Easy,Medium,Easy,Sometimes,Sometimes,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
191,1,Male,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Financial sector,Treasury,Head of treasury,From 16000 to 20000 S.R,2,Yes,No,Yes,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,Medium,Medium,Medium,Difficult,Sometimes,No,Yes,No,Low,Satisfied,Yes,21 to 30,From 16000 to 20000 S.R,Left
192,1,Male,31 to 40,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Communications and IT sector,Technical support,IT specialist,Less than 5000 SAR,3,Yes,No,Yes,Yes,No,No,I did not receive any training,No,Travel frequently,Medium,No,High,Difficult,Medium,Difficult,Yes,Yes,No,No,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
193,1,Female,21 to 30,Married,Diploma or secondary,From 26 to 30 years,From 11 to 15 years,Food production sector,Processes,Quality controller,From 5000 to 10000 S.R,3,Yes,Yes,No,Yes,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Medium,Close,Medium,Yes,Yes,No,No,High,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
194,0,Male,31 to 40,Married,Diploma or secondary,Less than 5 years,Less than 5 years,Media sector,Administration,Scribe,Less than 5000 SAR,1,Yes,Yes,Yes,Yes,No,No,I did not receive any training,No,Travel rarely,Medium,Yes,Low,Medium,Close,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
195,0,Female,21 to 30,Married,Diploma or secondary,Less than 5 years,Less than 5 years,Media sector,Sales,Salesman,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,Medium,Difficult,Far,Medium,Sometimes,Yes,No,No,Medium,Not satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
196,1,Female,31 to 40,Married,Diploma or secondary,Less than 5 years,Less than 5 years,Economic sector,Sales,Salesman,Less than 5000 SAR,1,Yes,Yes,No,I don't have overtime,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,Medium,Difficult,Medium,Easy,Yes,Yes,Yes,No,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Left
197,0,Female,31 to 40,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Doctor,From 5000 to 10000 S.R,2,Yes,No,No,No,No,Yes,I did not receive any training,No,Travel rarely,Medium,Yes,Medium,Medium,Medium,Medium,Yes,Yes,No,Yes,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
198,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,No,Yes,No,No,No,From 4 to 6 training programs,Yes,I do not travel for work,Low,No,High,Easy,Medium,Easy,Yes,Yes,No,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Left
199,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,No,Yes,Yes,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Medium,Medium,Medium,Medium,Yes,Yes,Yes,Yes,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
200,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,1,Yes,Yes,No,I don't have overtime,Yes,No,I did not receive any training,No,I do not travel for work,Medium,Yes,High,Medium,Close,Easy,Yes,Yes,No,No,High,Very satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
201,1,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,HR Specialist,Less than 5000 SAR,0,No,No,No,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Medium,Difficult,Yes,Yes,No,No,Low,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
202,0,Female,51 to 60,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,Yes,No,No,No,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,Yes,51 to 60,Less than 5000 SAR,Stayed
203,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,1,Yes,Yes,No,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Medium,Medium,Medium,Yes,Sometimes,No,No,High,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
204,1,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,1,No,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Low,Easy,Medium,Medium,No,No,No,No,Low,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
205,1,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,1,Yes,No,Yes,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Medium,Easy,Yes,Yes,No,No,Medium,Not satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
206,1,Female,31 to 40,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Education sector,Administration,Manger assistant,From 5000 to 10000 S.R,1,Yes,No,Yes,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Difficult,Far,Difficult,Yes,Yes,No,No,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
207,1,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Industry sector,HR,Hiring specialist,From 5000 to 10000 S.R,2,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,No,No,No,No,Medium,Not satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
208,0,Male,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Media sector,Customers service,Receptionist,From 5000 to 10000 S.R,4,Yes,No,No,I don't have overtime,No,No,From 4 to 6 training programs,Yes,Travel rarely,Medium,Yes,High,Easy,Medium,Medium,Sometimes,Sometimes,No,No,High,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
209,1,Male,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Tourism sector,Administration,Administrative manager,Less than 5000 SAR,2,No,No,No,No,No,No,I did not receive any training,Yes,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Left
